1010101604&&4d1381e8-fc28-5ec4-9d5f-3b3003e7fb71	2016.02.16	1579	111.6	531000020311246
1010101604&&4d1381e8-fc28-5ec4-9d5f-3b3003e7fb71	2016.03.20	1579	13.2	NA
1010136698&&f105bfc7-ca95-5c55-9562-89c1d4f2fa27	2016.01.04	1564	157.74	NA
1010136698&&f105bfc7-ca95-5c55-9562-89c1d4f2fa27	2016.01.27	1564	100.47	531000017637585
1010151414&&9cf78827-e71a-59f1-9202-5af6b4edb716	2016.04.10	1035	154.5	531000030041316
1010151662&&4963ffd8-2082-582a-a5d9-0bdc45c521bf	2016.02.13	1091	31.25	NA
1010151662&&4963ffd8-2082-582a-a5d9-0bdc45c521bf	2016.03.12	1302	12.92	NA
1010151662&&4963ffd8-2082-582a-a5d9-0bdc45c521bf	2016.04.03	1016	3.95	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.01.08	3948	37.68	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.01.09	1579	193.42	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.01.17	1579	148.68	531000016690509
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.01.23	1579	208.71	531000017099658
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.01.30	1579	267.12	531000017989291
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.06	1579	268.98	531000018904936
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.18	0337	2.22	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.19	2706	54.08	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.20	0337	17.2	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.27	0337	10.34	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.27	0337	13.02	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.27	0337	39.75	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.02.27	0337	9.95	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.04	0337	16.69	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.10	0337	43.72	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.10	2706	28.77	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.14	0337	10.48	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.14	2706	12.74	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.17	2706	6.18	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.19	0337	38.44	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.19	1579	331.75	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.24	0337	27.32	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.26	1579	172.39	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.26	2706	23.3	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.28	3948	65.52	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.03.30	0337	22.44	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.02	1579	314.4	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.02	2706	28.81	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.03	0337	19.09	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.08	3948	90.21	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.09	0337	5.3	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.09	2706	26.23	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.13	3948	18.34	NA
1010150298&&34f40ee7-318e-5433-939f-1169d49d24e9	2016.04.15	2706	31.62	NA
